Transcript,SF ABF93_1-R1,SF ABF93_1-R2,SF ABF93_1-R3,SF ABF93_10-R1,SF ABF93_10-R2,SF ABF93_10-R3,SF ABF93_11-R1,SF ABF93_11-R2,SF ABF93_11-R3,SF ABF93_12-R1,SF ABF93_12-R2,SF ABF93_12-R3,SF ABF93_13-R1,SF ABF93_13-R2,SF ABF93_13-R3,SF ABF93_14-R1,SF ABF93_14-R2,SF ABF93_14-R3,SF ABF93_15-R1,SF ABF93_15-R2,SF ABF93_15-R3,SF ABF93_16-R1,SF ABF93_16-R2,SF ABF93_16-R3,SF ABF93_17-R1,SF ABF93_17-R2,SF ABF93_17-R3,SF ABF93_2-R1,SF ABF93_2-R2,SF ABF93_2-R3,SF ABF93_3-R1,SF ABF93_3-R2,SF ABF93_3-R3,SF ABF93_4-R1,SF ABF93_4-R2,SF ABF93_4-R3,SF ABF93_5-R1,SF ABF93_5-R2,SF ABF93_5-R3,SF ABF93_6-R1,SF ABF93_6-R2,SF ABF93_6-R3,SF ABF93_7-R1,SF ABF93_7-R2,SF ABF93_7-R3,SF ABF93_8-R1,SF ABF93_8-R2,SF ABF93_8-R3,SF ABF93_9-R1,SF ABF93_9-R2,SF ABF93_9-R3,ID
1115259,1.0,1.0,0.9706378345480192,1.0,1.0,0.9580903229665888,1.0,0.963781471596763,0.987007080042486,1.0,0.9713790981228149,1.0,0.9652522945846468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9348767437981759,0.9779958508746747,0.9472226837057586,0.9749921078187376,1.0,1.0,0.9702850841187853,0.9566263274063675,0.9570151656675322,0.9697935093270791,0.9673502655706804,0.9444331918321857,0.9626188582005045,0.9580129454530795,0.9330118806994796,0.9574979623379583,0.9820425647849734,0.9921744674362586,0.9545524149749546,0.9560866355054198,0.9815490392996489,1.0,0.9756930570587635,1.0,1.0,0.9455441118475701,1.0,0.9664987878064742,0.9834642953168071,0.9931891532331608,1114983
1140000,1.0,1.0,1.0,1.0,0.9746219300939105,1.0228061710181935,1.0380401699515713,1.0,1.0,0.8773765246119642,1.0508673425019759,1.0429492492471695,1.026727893559402,1.016748125522826,1.0,1.034453594617328,1.0329756377608936,0.9990949871058751,1.0070165434202254,1.0,1.0405624316526723,0.9883925939778164,1.016012802546349,1.0,1.0,1.0,1.0212574138333068,1.0225229697043856,1.0,1.0193835138356924,1.000850373510211,1.0,1.0,1.0,1.0555089966439104,1.0204928472429045,1.0258782896179783,1.0213678469543161,1.0,1.0,1.0065309455152995,1.0,1.030966678441069,1.0,1.0,1.0114061637842466,1.0172979824215096,1.0598909213200567,1.0,1.0,1.016429524044792,1139724
1201349,1.0,1.0,1.0,1.0,0.9746219300939105,1.0228061710181935,1.0380401699515713,1.0,1.0,0.8773765246119642,1.0508673425019759,1.0429492492471695,1.026727893559402,1.016748125522826,1.0,1.034453594617328,1.0329756377608936,0.9990949871058751,1.0070165434202254,1.0,1.0405624316526723,0.9883925939778164,1.016012802546349,1.0,1.0,1.0,1.0212574138333068,1.0225229697043856,1.0,1.0193835138356924,1.000850373510211,1.0,1.0,1.0,1.0555089966439104,1.0204928472429045,1.0258782896179783,1.0213678469543161,1.0,1.0,1.0065309455152995,1.0,1.030966678441069,1.0,1.0,1.0114061637842466,1.0172979824215096,1.0598909213200567,1.0,1.0,1.016429524044792,1201073
1115268,1.0,0.9755586051039861,0.8702855476295477,1.0,0.9717854933857832,0.9893432136823908,1.0044205145690297,0.9498452996016958,0.9113350447123602,0.8620186570371071,0.870255255657202,0.9986329866898483,1.0162562221824591,1.0520042718725653,1.005107367430353,1.0078759128098411,1.0097110427624025,0.995985961431979,1.0102073379837382,1.0,1.0319481683219234,0.9880385454781131,0.9834433237197415,0.9989531657928961,0.8666462841612435,1.0060358516059678,1.0,1.009204532806206,0.9619036179886413,1.0068019567205209,1.0073394631135357,0.9941120859333943,1.0572715527383238,1.0095740244223745,1.0158923662820762,0.9833020785928746,1.0022912706989273,0.99364960500677,1.011359137397342,1.0037417630491479,0.9654037497234977,1.000089114755854,1.0003275759800156,0.996261759273218,1.0,1.0,1.0,1.0005656849719413,1.0316670869971358,1.027766467209292,0.9730651531012641,1114992
1141565,1.0247152462720694,1.0188637461041394,1.0110507742508428,0.999117369697787,1.0014035163965676,1.0038417746173804,1.0035596013527701,1.0014936328865112,1.0046368449258185,1.013657441656763,0.935296040658515,0.9890035512927403,0.9944977811211068,0.9975115705418781,1.009800967186413,0.9875904480355404,0.9955475423603427,0.9985383233155968,1.0,0.9841775256504446,0.9674458973509268,1.0034161180053067,1.0007132624310426,0.9961029411529735,1.0011654426908656,0.9898168366363798,1.005559100918645,1.0118058993066463,1.0069376914775685,1.0022183995503124,1.0070485794988822,0.998933621535668,1.000932801539522,0.9987990859247949,0.9933416057288523,0.997017208095273,0.9970702553907717,1.0,0.9901242553006553,0.992666371178318,1.0174106975943051,0.9995334394492285,0.9948838120425669,0.9913772579852957,1.0,0.992373332804991,0.9964707570392324,0.9956670585562253,1.0021273243743056,0.9979158164985398,0.9952912536194394,1141289
1181130,1.1030225309008637,1.1312327011016328,1.1899416824325642,1.2166176697441937,1.1306732850929375,1.1834184130316447,1.1609486844414971,1.2435441087554366,1.1454658933545634,1.4086148292229703,1.1759757864183369,1.1667658130327085,1.1692180233022036,1.0560395651626562,1.0966880976486797,1.15375517969577,1.1536807091019023,1.1232461731866854,1.186164959457854,1.1450310382796582,1.1955150084843285,1.0,1.1700017376471903,1.1839499025676397,1.1912537833721348,1.2095562616471123,1.0939074188669478,1.1973120548387268,1.1302690161547997,1.1926159746516283,1.2062480828254853,1.227046655827058,1.1863888145168011,1.215361865027368,1.221388663802504,1.1868888313613402,1.1632364388162013,1.1728511244173119,1.1197744250249566,1.1876308776359488,1.1007108395495593,1.166361100817226,1.2268241306001444,1.225137460304514,1.0,1.1195523430753873,1.190274583718246,1.1952738656089479,1.1815442364193123,1.1604730478509027,1.1857057241290045,1180854
1099671,1.0254753022494818,1.0096038867849502,1.007226786602176,1.0053673213429235,1.0059392953694606,1.0085893474627565,1.0097866923222618,1.009335332258487,1.0157115391440994,1.0134000856233494,1.0061557094849376,1.0047629951336663,0.9913179933731423,1.0086791797371055,1.00544270506965,1.0066689470244001,1.0055846777549846,1.004683528121742,1.005367949540646,0.9916305217401957,0.9977824620387968,1.0055014415567243,1.0110298956155255,1.0022015189192737,1.0052693224981792,1.00221219828056,1.0058990907152063,1.004073862231842,1.0099820618140278,1.0048842372941513,1.0075104178739842,1.0018937020351408,1.0030411051756896,1.004734726236144,1.0107142262598585,1.0062270099264663,1.0077579277767361,1.0135847757538294,1.0056371322648319,1.0049640184049369,1.0057838164330872,1.0071931780240102,1.006549275358222,1.0055064671385059,1.0,1.0016681790526842,1.0010745322047134,1.004561971862396,1.0047859243505457,1.006339143219972,1.0015522765728422,1099395
1141571,0.976990955154525,0.9882836544982212,0.9814234321219266,0.9813722151983376,0.9844468113829297,0.9768521636146755,0.9797152528740755,0.9829156782906953,0.9897487114359487,0.9860806944761916,1.0080268300802682,1.0002181461560278,0.9980347876726555,0.9881666775739744,0.9864521752491372,0.987289034488275,0.9698948820066412,0.9858284037044379,0.9618310619260029,0.9677311250619267,0.9697639943130245,0.9662101088928704,0.9588876695888767,0.9666558858204051,0.9725012543403971,0.9851736490825056,0.9774689797746897,0.978393413630088,0.9958441576507494,0.9860911275532189,0.9881979768050568,0.9730055197300551,0.9931859360857056,0.9770766328476894,0.9746507843618925,0.9377451970697598,0.9944318984058574,0.9822201398222015,0.9796181936423358,0.9737342543527272,0.9813532459673787,0.9994179607634103,0.9712505497125055,0.9674187650588031,1.0,0.9965169330420924,0.963275568863525,0.9703435043188197,0.9715401466384783,0.9825160598251605,0.9721686604909173,1141295
1115282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1115006
1181140,0.9426368496495795,0.9419417374007458,0.9571015565428933,0.9961271004628671,0.9865287920150015,0.990566202472198,0.9889845080954998,0.9948931153864888,0.9935865249319822,0.9886600815324698,0.9858321480071357,0.9828323511183833,0.9868639408912571,0.9953266031926148,0.9964821622065418,0.9834913138540559,0.9855288597187507,0.991325035896773,0.9845552736778544,0.9754455963612758,0.9814654093580061,0.9997628837018082,0.9761119115403032,0.9881705313457637,0.9818406903209066,0.9931885739354046,0.9861982384158426,0.9963538007996395,1.0059818253727306,1.0012067197656043,0.9931034081332116,1.0012315342619265,0.973819787324449,0.9907729899415512,1.0017930771231485,0.9995634486758095,0.992327112655669,0.9992344268356831,1.00268333547269,0.9917223741897376,0.9792409888913772,1.0040374104571965,0.9803404855247239,0.9883956999235041,1.0,0.9934544873034027,0.9874362060657046,0.990704673488713,0.9910778099889684,1.0071836435094315,0.9981269650553687,1180864
1169993,0.9882654244101728,0.9882024157720717,0.9937127126367478,1.0023925876777382,0.9768678231942803,1.0008984822924838,0.9967141517401175,0.9991241451189887,0.9968979559440816,0.9720652421376706,0.9742252896482724,0.9827147463188681,0.980321114299062,0.997702099336425,0.9930826262557341,0.9986823884242341,0.9814232432948017,1.0026881364829763,0.9867779331913491,0.9969815033095198,1.0027803866989808,1.0251031984020176,0.9844187644597862,0.9946665450588346,1.005468523181957,1.0019494385268928,1.0053839314744508,0.9940482945545915,0.9880770947239143,1.0015323979277468,0.9996243849695503,0.9944726455482135,0.9964993653881365,0.9783065784499317,0.979528806783489,0.9923797840439849,0.983638989049029,0.9883534972579058,0.9933433636587062,0.9746061263890619,0.9904299974030694,1.017714130157048,0.9822541914668897,0.9793530092020459,1.0,0.9763369493097248,0.9705700924103483,1.0082962533880198,0.9992686124383924,0.99151785372388,0.9819892766956461,1169717
1099685,1.0391160872726533,1.0121983995025774,1.0265755645577785,1.0176799978499265,1.0013677664729421,1.0209882784665034,1.0312908359646311,1.0293997154057863,0.9238714110657611,1.0093956767538537,1.0,1.0219391049737159,1.0186010429310153,1.030255386624653,1.0148972504479925,0.9909166650323201,0.9902571154001206,0.9882348839287076,1.0,1.0028503003928968,1.013093658226901,0.9360879699745115,1.007166064863946,1.0257006443683685,1.0238669075330302,1.0124856813082326,0.9786543444200139,1.0408426836115716,1.0400374955418656,1.0283134197285242,1.0166903102135039,1.044132078445729,1.0412367427255236,1.028421286601191,1.0189188325390408,1.0155139438816239,1.0111429748158092,0.9830474679613597,1.0319282311212996,1.0181775655790637,1.013127071534259,1.011242125173513,1.0217117492084316,1.0205724280651443,1.0,1.0210605529030716,0.9830202288521004,1.0208502669795896,1.0254576715137755,1.0219641649542346,1.0135309367275442,1099409
1181145,0.9681618501478494,0.9842864025847654,0.9718393465027885,0.9931236675452603,0.985076192005744,0.9782792163827772,0.9905905470897771,0.9931135904872573,0.9937566327510684,1.0021760147125047,0.9918230972467589,0.9944799765708401,0.9774607703281027,1.0034961093108867,0.9850355688656698,0.9873873022771001,0.9975245077199713,0.9957764530645278,0.9857765475369465,0.9912943666096684,0.993817724915211,0.9861777404086878,0.9899116053068308,0.9876726089818079,0.9908349157463477,0.9865452381177316,0.990199431276039,0.9916942998491591,0.9774462845572236,0.9862561525162729,0.9796100178552871,0.9903792437797787,0.9899827745289763,0.99346880678186,0.9971333919062331,0.9948736116490791,1.0144190103699227,0.9829568607445057,0.9901254278813301,0.9994010448649516,0.9999492998019229,1.0031377439356581,0.9963990263042706,1.00089811779451,1.0,1.000389856181488,0.9972089698412548,0.9916061255916335,0.9902224195646081,0.9911869829603248,0.9907530396500742,1180869
1181148,0.952813857768938,0.9909103334695661,1.002386205791397,1.0092936790458948,1.002089276684736,1.0071320216832311,0.998927082695093,0.9956319102506526,0.9429721054966897,0.9583784169571433,0.9949444621374992,1.0299272220699798,1.010151474242915,1.0202978986710909,1.0023252713602113,1.0206648518754677,1.0244623125592933,0.9882548042254156,1.0138193230151031,1.0173208645552156,1.0111213753271437,1.0152400042283782,1.0188967434081402,1.0141027859491263,1.0012668301908898,1.020470265680853,1.023744565557705,0.9846448599955696,0.9984325375049741,1.0,0.9885335539990155,0.9954228479204528,1.0230045993712646,1.0047889076442749,1.0035648325515099,1.0134173577618681,1.0074084148766196,1.0206436426535632,1.0166536157010186,1.0058897672574052,1.0,0.998060871140174,1.0142569736258276,1.023674878114305,1.0,1.0128053202154856,0.9974606164948495,1.0173801157148215,1.0060621342671676,0.9947619954982586,1.0015304305202724,1180872
1080425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1080149
1167137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1166861
1161569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898637331021165,1.0033918929570804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0301381952694373,1.0197999420080963,1.0,1.0358110561845832,1.0,1.0,1.0,1.0274293258863472,1.0380870976459793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0405359183834335,1.0274472724099297,1.0,1.0209112188997302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1161293
1170005,1.0,1.0,1.0,0.9813164292146798,0.9810454518083092,0.9953456839490035,0.9867975477390472,0.9929715023785796,1.012598588752374,1.0270111361226755,0.9969630909151189,0.9894024491486033,0.9802751452486261,1.0,0.996117343704224,0.9783718757252284,0.9950232851122104,0.9840231585884278,0.9917948988587827,0.9827589356575821,0.9825102859775791,0.9951443961128106,1.0,0.992267840699115,0.966090611326382,0.9933006671930598,1.0025673502333925,0.9745331982844188,1.0,1.0019837846578752,0.9984844209980764,1.0139098352281455,1.0,1.0,0.9889961521884895,0.9807132423038697,0.9702943132634139,1.014167280679142,0.9946095455766407,0.9941257781720089,0.9953379030746633,1.0215181771373554,0.9884247653728089,0.9894416918191887,1.0,0.9901795216859736,0.9984143931290145,0.996771275447688,0.9821127847884584,0.9995480326904979,1.0069243015650384,1169729
1144822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1144546
1201478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1201202
1181157,1.016588487573004,1.0082582330428351,1.0286323500438188,1.0240925725417387,1.0093323227241298,1.0,1.0360848426971077,1.0164479071698431,0.9741030814462607,1.0,1.0390695793356501,1.0445158580581138,1.0244810730647602,1.0207958582104668,1.027072461580172,1.0380997130566993,1.0439916247320402,1.0177269810843181,1.0162010258214345,1.0320779549498673,1.0371845554075498,1.0060840843939478,1.0274903939609983,1.0045214258730961,1.022667724366843,1.0329332101119555,1.0273875555872574,1.043200427142821,0.9860880802014663,1.0267081990576958,1.0316229730539224,0.9889772498664313,1.0191909563172366,1.0345502310054582,1.0382132854021102,1.0486435895509285,1.0360266714957997,1.0206196133207897,1.027529521019021,1.0,1.0130074961210542,1.0251490031083503,1.0137696081096195,1.0418240549690152,1.0,1.043377018289649,1.0390079455628358,1.0373926559550861,1.0378299787363483,1.0251268426507094,1.0278460000547087,1180881
1099711,0.9947760024382087,1.0034786957642559,0.9980622419098357,1.013172635547321,1.0203028515392802,0.999725154391463,1.0116439275373093,1.0210549758802059,1.000374613920769,1.0133650918399497,1.0197563786548591,1.0148226746983373,1.015902747136569,1.010124230858725,1.004470264054539,1.0206275813039332,1.015859299645758,1.020294483874383,1.0164244388595645,1.0244100876705997,1.0160192507785952,1.019134596786366,1.0110140998371844,1.010607624423154,1.0093618078533109,1.0098323280871293,1.018665685718874,1.0132122210389485,1.0024517258147931,1.0080104299724606,1.0069342195334126,1.0083975953905753,1.0051107122524177,1.0161196627573579,1.0157669334986268,1.0083139187416061,1.010480500283374,1.0135147443082981,1.014485071603074,1.0035440279171046,1.0091819030580276,1.0154116295737734,1.0061486245328992,1.0112998877767403,1.0,1.0124893835251618,1.013662465777055,1.0212467885063041,1.0184384714335966,1.010646244414986,1.004109167130911,1099435
1141591,0.994035048422878,0.9800002638214644,0.9982153253888586,1.00445910004291,1.001781570829209,1.005080632374877,0.9988541871699483,0.9994961527329704,0.9970433890608759,1.0015405104324577,0.9997721306764616,1.0022409305552071,0.9869602361564213,1.00471904177975,1.000745683609264,0.9992046558798174,1.0001303588411616,1.0030057541530544,1.003516843577926,1.0021951497717039,0.9997462658270249,0.9943120609603464,0.9936801826886047,1.0021933392322433,0.9941271272868731,1.004256319623325,0.9956456525973094,1.0103961175826401,1.0063022292137787,0.9981048824817635,1.0024504358356454,1.0046404126374622,1.0035372768089812,0.9993194958113171,1.0009161329670526,0.9992219853289401,0.9993919173897402,1.000922599179412,1.0009727769873193,1.0047019709791216,0.9943379258097833,0.9976791470600332,1.0004244421792585,0.9936592321605606,1.0,1.0013028124661332,0.9991573232053481,1.002208340844917,1.0033352723348796,1.0009282894462879,0.9993101844655198,1141315
